Source	Target	Type
16_5_Blood_1_4	16_4_Lung_0_0	Transmission
16_4_Lung_0_0	16_4_Lung_1_0	primary_parent
16_4_Lung_0_0	16_4_Lung_1_0	recombination_parent_1
16_4_Lung_0_0	16_4_Lung_1_0	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_0	recombination_parent_3
16_4_Lung_0_0	16_4_Lung_1_1	primary_parent
16_4_Lung_0_0	16_4_Lung_1_1	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_1	recombination_parent_3
16_4_Lung_0_0	16_4_Lung_1_2	primary_parent
16_4_Lung_0_0	16_4_Lung_1_2	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_2	recombination_parent_3
16_4_Lung_0_0	16_4_Lung_1_3	primary_parent
16_4_Lung_0_0	16_4_Lung_1_3	recombination_parent_1
16_4_Lung_0_0	16_4_Lung_1_3	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_4	primary_parent
16_4_Lung_0_0	16_4_Lung_1_4	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_4	recombination_parent_3
16_4_Lung_0_0	16_4_Lung_1_5	primary_parent
16_4_Lung_0_0	16_4_Lung_1_5	recombination_parent_1
16_4_Lung_0_0	16_4_Lung_1_5	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_5	recombination_parent_3
16_4_Lung_0_0	16_4_Lung_1_6	primary_parent
16_4_Lung_0_0	16_4_Lung_1_6	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_6	recombination_parent_3
16_4_Lung_0_0	16_4_Lung_1_7	primary_parent
16_4_Lung_0_0	16_4_Lung_1_7	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_8	primary_parent
16_4_Lung_0_0	16_4_Lung_1_8	recombination_parent_1
16_4_Lung_0_0	16_4_Lung_1_8	recombination_parent_2
16_4_Lung_0_0	16_4_Lung_1_9	primary_parent
16_4_Lung_0_0	16_4_Lung_1_9	recombination_parent_1
16_4_Lung_0_0	16_4_Lung_1_9	recombination_parent_2
