Source	Target	Type
1_3_Blood_0_1	0_2_Lung_0_0	Transmission
1_3_Blood_0_0	1_3_Blood_1_0	primary_parent
1_3_Blood_0_0	1_3_Blood_1_0	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_1	primary_parent
1_3_Blood_0_0	1_3_Blood_1_1	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_2	primary_parent
1_3_Blood_0_0	1_3_Blood_1_2	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_3	primary_parent
1_3_Blood_0_0	1_3_Blood_1_3	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_3	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_4	primary_parent
1_3_Blood_0_0	1_3_Blood_1_4	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_5	primary_parent
1_3_Blood_0_0	1_3_Blood_1_5	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_6	primary_parent
1_3_Blood_0_0	1_3_Blood_1_6	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_6	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_7	primary_parent
1_3_Blood_0_0	1_3_Blood_1_7	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_7	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_8	primary_parent
1_3_Blood_0_0	1_3_Blood_1_8	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_8	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_9	primary_parent
1_3_Blood_0_0	1_3_Blood_1_9	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_9	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_9	recombination_parent_3
1_3_Blood_0_0	1_3_Blood_1_10	primary_parent
1_3_Blood_0_0	1_3_Blood_1_10	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_10	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_11	primary_parent
1_3_Blood_0_0	1_3_Blood_1_11	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_12	primary_parent
1_3_Blood_0_0	1_3_Blood_1_12	recombination_parent_1
1_3_Blood_0_0	1_3_Blood_1_12	recombination_parent_2
1_3_Blood_0_0	1_3_Blood_1_13	primary_parent
1_3_Blood_0_0	1_3_Blood_1_13	recombination_parent_1
