Source	Target	Type
3_1_Blood_0_0	0_2_Blood_0_0	Transmission
3_1_Lung_0_0	3_1_Lung_1_0	primary_parent
3_1_Lung_0_0	3_1_Lung_1_0	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_0	recombination_parent_3
3_1_Lung_0_0	3_1_Lung_1_1	primary_parent
3_1_Lung_0_0	3_1_Lung_1_1	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_2	primary_parent
3_1_Lung_0_0	3_1_Lung_1_2	recombination_parent_1
3_1_Lung_0_0	3_1_Lung_1_2	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_3	primary_parent
3_1_Lung_0_0	3_1_Lung_1_3	recombination_parent_1
3_1_Lung_0_0	3_1_Lung_1_3	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_3	recombination_parent_3
3_1_Lung_0_0	3_1_Lung_1_4	primary_parent
3_1_Lung_0_0	3_1_Lung_1_4	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_4	recombination_parent_3
3_1_Lung_0_0	3_1_Lung_1_5	primary_parent
3_1_Lung_0_0	3_1_Lung_1_5	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_5	recombination_parent_3
3_1_Lung_0_0	3_1_Lung_1_6	primary_parent
3_1_Lung_0_0	3_1_Lung_1_6	recombination_parent_1
3_1_Lung_0_0	3_1_Lung_1_6	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_7	primary_parent
3_1_Lung_0_0	3_1_Lung_1_7	recombination_parent_2
3_1_Lung_0_0	3_1_Lung_1_8	primary_parent
3_1_Lung_0_0	3_1_Lung_1_8	recombination_parent_1
3_1_Lung_0_0	3_1_Lung_1_8	recombination_parent_2
3_1_Lung_1_0	3_1_Blood_1_0	Transmission
