Source	Target	Type
18_3_Blood_0_0	0_0_Blood_0_0	Transmission
18_3_Lung_0_0	18_3_Lung_1_0	primary_parent
18_3_Lung_0_0	18_3_Lung_1_0	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_1	primary_parent
18_3_Lung_0_0	18_3_Lung_1_1	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_1	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_2	primary_parent
18_3_Lung_0_0	18_3_Lung_1_2	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_3	primary_parent
18_3_Lung_0_0	18_3_Lung_1_3	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_3	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_3	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_4	primary_parent
18_3_Lung_0_0	18_3_Lung_1_4	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_4	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_4	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_5	primary_parent
18_3_Lung_0_0	18_3_Lung_1_5	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_5	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_6	primary_parent
18_3_Lung_0_0	18_3_Lung_1_6	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_6	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_7	primary_parent
18_3_Lung_0_0	18_3_Lung_1_7	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_7	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_7	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_8	primary_parent
18_3_Lung_0_0	18_3_Lung_1_8	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_9	primary_parent
18_3_Lung_0_0	18_3_Lung_1_9	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_10	primary_parent
18_3_Lung_0_0	18_3_Lung_1_10	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_10	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_11	primary_parent
18_3_Lung_0_0	18_3_Lung_1_11	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_12	primary_parent
18_3_Lung_0_0	18_3_Lung_1_12	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_12	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_13	primary_parent
18_3_Lung_0_0	18_3_Lung_1_13	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_13	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_13	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_14	primary_parent
18_3_Lung_0_0	18_3_Lung_1_14	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_15	primary_parent
18_3_Lung_0_0	18_3_Lung_1_15	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_15	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_16	primary_parent
18_3_Lung_0_0	18_3_Lung_1_16	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_16	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_17	primary_parent
18_3_Lung_0_0	18_3_Lung_1_17	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_17	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_18	primary_parent
18_3_Lung_0_0	18_3_Lung_1_18	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_19	primary_parent
18_3_Lung_0_0	18_3_Lung_1_19	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_19	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_20	primary_parent
18_3_Lung_0_0	18_3_Lung_1_20	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_21	primary_parent
18_3_Lung_0_0	18_3_Lung_1_21	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_21	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_22	primary_parent
18_3_Lung_0_0	18_3_Lung_1_22	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_23	primary_parent
18_3_Lung_0_0	18_3_Lung_1_23	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_23	recombination_parent_3
18_3_Lung_0_0	18_3_Lung_1_24	primary_parent
18_3_Lung_0_0	18_3_Lung_1_24	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_25	primary_parent
18_3_Lung_0_0	18_3_Lung_1_25	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_25	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_26	primary_parent
18_3_Lung_0_0	18_3_Lung_1_26	recombination_parent_1
18_3_Lung_0_0	18_3_Lung_1_26	recombination_parent_2
18_3_Lung_0_0	18_3_Lung_1_26	recombination_parent_3
18_3_Lung_1_0	18_3_Blood_1_0	Transmission
18_3_Lung_1_1	18_3_Blood_1_1	Transmission
