Source	Target	Type
0_3_Lung_0_0	0_3_Lung_1_0	primary_parent
0_3_Lung_0_0	0_3_Lung_1_0	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_0	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_1	primary_parent
0_3_Lung_0_0	0_3_Lung_1_1	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_1	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_2	primary_parent
0_3_Lung_0_0	0_3_Lung_1_2	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_2	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_3	primary_parent
0_3_Lung_0_0	0_3_Lung_1_3	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_3	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_4	primary_parent
0_3_Lung_0_0	0_3_Lung_1_4	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_5	primary_parent
0_3_Lung_0_0	0_3_Lung_1_5	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_5	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_6	primary_parent
0_3_Lung_0_0	0_3_Lung_1_6	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_6	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_7	primary_parent
0_3_Lung_0_0	0_3_Lung_1_7	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_7	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_8	primary_parent
0_3_Lung_0_0	0_3_Lung_1_8	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_8	recombination_parent_2
0_3_Lung_0_0	0_3_Lung_1_8	recombination_parent_3
0_3_Lung_0_0	0_3_Lung_1_9	primary_parent
0_3_Lung_0_0	0_3_Lung_1_9	recombination_parent_1
0_3_Lung_0_0	0_3_Lung_1_9	recombination_parent_2
0_3_Lung_1_1	0_3_Blood_1_0	Transmission
0_3_Lung_1_3	0_3_Blood_1_1	Transmission
0_3_Blood_1_1	0_35_Blood_0_0	Transmission
0_3_Blood_1_0	0_42_Lung_0_0	Transmission
0_3_Lung_1_0	0_3_Lung_2_0	primary_parent
0_3_Lung_1_0	0_3_Lung_2_0	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_1	primary_parent
0_3_Lung_1_0	0_3_Lung_2_1	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_1	recombination_parent_2
0_3_Lung_1_0	0_3_Lung_2_2	primary_parent
0_3_Lung_1_0	0_3_Lung_2_2	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_2	recombination_parent_2
0_3_Lung_1_0	0_3_Lung_2_3	primary_parent
0_3_Lung_1_0	0_3_Lung_2_3	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_3	recombination_parent_2
0_3_Lung_1_0	0_3_Lung_2_4	primary_parent
0_3_Lung_1_0	0_3_Lung_2_4	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_5	primary_parent
0_3_Lung_1_0	0_3_Lung_2_5	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_5	recombination_parent_2
0_3_Lung_1_0	0_3_Lung_2_6	primary_parent
0_3_Lung_1_0	0_3_Lung_2_6	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_6	recombination_parent_2
0_3_Lung_1_0	0_3_Lung_2_7	primary_parent
0_3_Lung_1_0	0_3_Lung_2_7	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_8	primary_parent
0_3_Lung_1_0	0_3_Lung_2_8	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_8	recombination_parent_2
0_3_Lung_1_0	0_3_Lung_2_9	primary_parent
0_3_Lung_1_0	0_3_Lung_2_9	recombination_parent_1
0_3_Lung_1_0	0_3_Lung_2_9	recombination_parent_2
